Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score,Previous_Scores
28,77,Low,High,Yes,7,Medium,Yes,3,Low,Public,Positive,3,Yes,Male,68,89
7,60,Medium,High,Yes,10,Low,Yes,0,Low,Private,Positive,3,No,Female,59,69
23,97,Medium,Medium,Yes,9,Medium,Yes,2,Medium,Private,Neutral,4,No,Male,74,96
5,84,Medium,Medium,Yes,7,Low,No,1,Low,Public,Positive,3,No,Male,62,53
14,68,High,Low,Yes,5,High,Yes,2,Medium,Public,Positive,3,No,Male,64,87
30,97,High,High,No,5,Medium,Yes,0,High,Public,Positive,2,No,Male,76,70
17,97,High,Medium,Yes,9,Medium,Yes,2,Low,Public,Positive,2,No,Male,70,63
13,100,High,Medium,No,6,Medium,No,0,Low,Public,Positive,5,No,Male,69,76
19,95,Medium,Medium,Yes,7,High,No,0,Low,Public,Positive,2,No,Female,69,74
32,100,Low,High,Yes,5,Medium,No,4,Medium,Public,Positive,3,No,Male,74,67
9,70,High,Medium,No,8,Low,No,2,High,Public,Negative,2,No,Female,62,82
14,94,Medium,Medium,No,9,High,Yes,2,Low,Public,Positive,3,No,Male,70,83
29,93,Low,Medium,Yes,9,Medium,No,4,Low,Public,Positive,3,No,Male,71,54
31,69,Medium,Low,Yes,6,Low,Yes,4,Medium,Public,Negative,2,No,Male,68,80
19,64,High,Low,Yes,8,Low,Yes,3,High,Private,Neutral,3,No,Female,66,86
13,99,Low,Medium,No,7,High,Yes,3,High,Public,Negative,3,No,Male,67,54
33,72,High,Medium,No,8,Low,Yes,3,Low,Private,Neutral,4,No,Male,71,83
30,95,Medium,Medium,Yes,7,Medium,Yes,3,Medium,Public,Neutral,1,No,Male,74,90
24,60,Low,Medium,Yes,6,Low,Yes,3,Medium,Public,Positive,2,No,Male,65,92
15,61,High,Low,Yes,9,Medium,Yes,1,Medium,Private,Neutral,3,No,Female,60,52
20,79,High,High,Yes,7,Low,Yes,2,Medium,Public,Neutral,2,No,Male,69,85
19,70,Medium,Medium,Yes,6,Low,Yes,2,Low,Private,Positive,3,No,Male,65,90
22,88,Medium,Low,Yes,7,Medium,Yes,3,Low,Public,Positive,2,No,Female,69,70
29,83,Medium,Low,Yes,6,High,Yes,1,Medium,Public,Neutral,4,No,Male,70,77
25,63,High,Low,Yes,8,Medium,Yes,0,Medium,Private,Positive,1,Yes,Female,65,63
14,67,Low,Low,Yes,7,Low,Yes,0,Low,Public,Neutral,4,No,Female,57,66
28,76,Medium,Medium,Yes,6,Low,Yes,0,Medium,Public,Positive,2,No,Female,68,75
22,67,High,High,No,10,Medium,Yes,2,High,Public,Neutral,3,No,Male,67,58
24,92,Medium,Medium,No,5,Medium,Yes,2,Medium,Private,Negative,4,No,Female,70,69
29,77,Medium,Medium,Yes,8,Medium,Yes,1,Medium,Public,Neutral,3,No,Male,68,65
13,64,High,High,Yes,7,Medium,Yes,1,Low,Public,Neutral,1,No,Female,62,62
20,79,High,Medium,Yes,5,Medium,Yes,1,Low,Public,Neutral,5,No,Male,67,74
17,64,High,High,Yes,6,Medium,Yes,0,Medium,Private,Positive,1,No,Male,66,92
11,65,Medium,Low,Yes,5,Medium,Yes,2,Medium,Public,Neutral,2,No,Female,60,62
22,70,High,Low,No,10,Low,Yes,0,Medium,Public,Positive,2,No,Male,65,83
35,94,High,Medium,Yes,7,Medium,Yes,1,Low,Public,Positive,2,No,Female,75,63
9,97,Low,Medium,Yes,7,Medium,Yes,4,Medium,Public,Neutral,5,No,Female,67,57
20,93,Medium,High,No,10,Medium,Yes,1,Low,Public,Neutral,2,No,Male,71,97
24,73,Low,Low,Yes,6,Medium,Yes,0,Medium,Public,Negative,2,Yes,Male,63,82
21,71,High,Medium,Yes,9,Low,Yes,2,High,Public,Positive,1,No,Male,67,55
19,82,High,Medium,No,8,Low,Yes,2,Low,Private,Negative,4,No,Female,68,82
12,89,High,Low,Yes,4,Low,Yes,2,Low,Public,Negative,4,No,Male,65,59
21,100,Low,High,No,6,Medium,No,1,High,Public,Positive,3,No,Female,72,94
15,65,Medium,Medium,No,8,Medium,Yes,1,Medium,Public,Neutral,4,No,Female,61,62
7,62,Low,High,No,7,Medium,Yes,1,Medium,Public,Neutral,5,No,Female,60,90
27,88,High,High,Yes,7,Medium,Yes,2,Low,Public,Positive,2,No,Female,72,60
26,93,Medium,Medium,Yes,6,Medium,Yes,2,Medium,Public,Neutral,3,No,Female,72,78
20,94,Low,Medium,Yes,6,Medium,Yes,2,Medium,Private,Negative,3,No,Male,70,96
21,87,Low,Medium,No,7,High,Yes,2,Medium,Public,Negative,3,Yes,Male,67,65
26,98,Medium,Medium,No,10,Medium,Yes,0,Low,Private,Neutral,1,No,Male,71,54
21,80,Medium,Low,Yes,6,Medium,Yes,0,Medium,Private,Negative,2,No,Female,66,78
25,97,High,High,No,6,Low,Yes,0,Low,Public,Positive,2,No,Female,72,59
18,99,Medium,Medium,Yes,7,Medium,No,1,High,Public,Neutral,4,No,Female,70,86
28,94,Medium,Low,Yes,5,Medium,Yes,2,High,Public,Negative,2,No,Female,71,80
22,72,Low,Low,Yes,8,High,Yes,2,Medium,Public,Negative,4,No,Male,64,67
21,68,Medium,Medium,Yes,5,Medium,No,3,High,Public,Positive,2,No,Male,66,85
12,82,High,Low,No,5,Low,Yes,2,Medium,Public,Positive,4,No,Male,64,62
22,78,Medium,Medium,Yes,5,Medium,Yes,0,Low,Public,Neutral,3,No,Male,67,96
15,95,Low,Low,No,5,High,Yes,3,Medium,Public,Positive,3,No,Female,67,67
16,64,High,Low,No,9,Medium,Yes,1,Medium,Public,Positive,3,No,Male,64,88
15,70,Low,Medium,No,8,Low,Yes,0,Medium,Private,Positive,4,No,Female,61,63
14,90,High,High,Yes,8,Medium,Yes,4,Medium,Private,Negative,2,No,Female,99,86
33,64,Medium,Medium,No,8,Low,No,3,High,Public,Positive,4,No,Male,67,52
28,73,Medium,High,Yes,7,High,Yes,3,High,Public,Positive,3,No,Male,72,65
32,75,Low,Low,No,7,Medium,Yes,1,Medium,Public,Neutral,4,No,Male,66,55
13,85,Low,High,Yes,9,High,Yes,3,Medium,Public,Positive,2,No,Male,68,73
20,66,High,Low,No,9,Low,Yes,1,Medium,Public,Positive,1,No,Female,64,72
12,94,High,High,No,5,High,Yes,1,High,Public,Neutral,2,No,Male,69,68
16,78,Medium,High,No,10,Low,Yes,0,Low,Public,Positive,4,No,Female,65,99
14,97,Low,High,No,5,Medium,No,1,Medium,Public,Neutral,4,Yes,Female,66,62
27,79,High,High,Yes,6,Low,Yes,3,Medium,Public,Positive,4,No,Male,73,90
18,71,Medium,Medium,Yes,7,Low,Yes,0,Low,Public,Neutral,4,No,Female,63,72
26,66,Medium,Medium,Yes,7,High,Yes,3,Medium,Public,Negative,4,No,Female,66,67
24,60,Medium,Medium,Yes,10,Low,Yes,3,Low,Private,Neutral,2,No,Female,65,60
34,81,Medium,Medium,Yes,9,Low,Yes,1,Medium,Public,Negative,2,No,Male,71,82
11,64,Medium,Low,Yes,8,High,No,1,Medium,Public,Neutral,2,Yes,Male,58,67
28,76,Medium,Medium,No,9,Medium,Yes,0,Low,Private,Neutral,3,No,Male,68,91
27,84,Medium,Medium,No,8,Medium,Yes,0,Low,Public,Neutral,4,No,Male,69,98
14,71,High,Low,Yes,6,Low,Yes,0,Low,Public,Positive,3,No,Female,63,61
26,67,Medium,Medium,Yes,8,Medium,Yes,1,Medium,Public,Negative,5,No,Female,66,56
22,91,Medium,Medium,Yes,7,Medium,No,0,High,Public,Negative,3,No,Female,69,66
19,98,Medium,Low,Yes,6,Medium,Yes,3,Low,Private,Negative,3,No,Male,69,73
15,64,High,Medium,No,9,Medium,Yes,2,Medium,Public,Neutral,2,No,Male,63,65
16,66,Low,High,Yes,7,Medium,Yes,1,Low,Public,Positive,3,No,Female,65,99
32,98,Low,High,No,5,Medium,Yes,2,High,Private,Positive,3,No,Male,76,89
20,62,High,Medium,Yes,6,High,Yes,0,High,Public,Neutral,3,No,Male,67,98
25,99,Low,Medium,No,8,Medium,No,1,Low,Public,Positive,3,No,Male,70,69
15,60,Medium,Low,No,9,Medium,Yes,1,Medium,Public,Negative,5,No,Male,60,65
15,95,High,Low,No,8,Medium,Yes,2,High,Public,Neutral,3,Yes,Female,68,70
26,72,Medium,Medium,Yes,8,Medium,Yes,1,Medium,Public,Negative,3,No,Male,68,76
12,98,Low,High,Yes,6,Medium,Yes,2,Low,Private,Neutral,3,No,Female,70,87
18,73,Medium,High,Yes,7,High,Yes,1,High,Private,Neutral,3,No,Female,68,94
20,86,High,High,No,7,Medium,Yes,3,Low,Public,Neutral,3,Yes,Male,69,73
21,63,Medium,Medium,Yes,7,Medium,Yes,0,Low,Public,Negative,3,No,Female,62,64
19,70,High,Low,No,7,Medium,Yes,1,High,Private,Neutral,4,No,Male,64,66
22,91,High,Medium,No,6,Low,Yes,2,Medium,Private,Positive,2,No,Female,71,85
24,81,Medium,Medium,Yes,8,Medium,Yes,1,Low,Public,Positive,2,No,Male,68,78
24,97,High,Medium,No,5,High,Yes,0,Medium,Public,Neutral,5,No,Female,72,74
14,77,Medium,Medium,Yes,5,Low,Yes,1,High,Private,Negative,3,No,Male,64,60
18,95,Medium,High,Yes,6,Medium,Yes,6,Low,Public,Neutral,3,No,Female,73,94
27,78,Medium,High,No,8,Low,Yes,0,Low,Public,Neutral,3,No,Female,69,89
25,99,Low,Medium,No,8,Medium,Yes,1,Medium,Private,Positive,3,No,Male,70,57
12,98,Medium,High,No,4,Medium,Yes,3,Low,Public,Neutral,2,No,Female,69,68
22,73,Medium,Low,No,8,Medium,Yes,1,High,Public,Neutral,3,No,Male,64,77
8,95,Medium,Medium,No,7,Low,Yes,2,Medium,Private,Neutral,2,No,Male,66,73
20,94,Medium,Medium,Yes,6,High,Yes,1,Medium,Public,Neutral,2,No,Female,69,70
31,68,High,Medium,No,7,Low,Yes,1,Low,Private,Positive,3,No,Female,68,86
14,85,Medium,Low,Yes,5,Medium,Yes,4,Medium,Public,Neutral,3,No,Male,65,53
15,63,High,Low,Yes,7,Medium,Yes,4,Low,Public,Negative,2,No,Male,62,74
25,93,High,High,Yes,5,Medium,Yes,2,High,Public,Positive,2,No,Female,75,63
11,67,Medium,Medium,Yes,6,Low,Yes,0,Low,Public,Positive,3,No,Female,60,54
16,63,Medium,High,Yes,6,Medium,Yes,0,Medium,Public,Neutral,4,No,Male,63,73
24,76,Medium,Low,Yes,8,Medium,Yes,2,Medium,Public,Positive,4,No,Male,66,59
16,83,High,Medium,Yes,7,Medium,Yes,0,Medium,Public,Neutral,3,No,Female,67,63
19,94,Low,Medium,Yes,8,Medium,Yes,1,Medium,Public,Negative,3,No,Female,68,75
24,99,Medium,Medium,Yes,5,Medium,Yes,0,Low,Public,Positive,3,No,Female,72,99
23,78,Low,Medium,No,7,High,Yes,0,Low,Private,Neutral,3,No,Male,66,84
22,62,Medium,Medium,Yes,8,Medium,Yes,0,Low,Public,Neutral,3,No,Female,63,64
18,90,Medium,High,Yes,9,Medium,Yes,1,High,Private,Positive,3,No,Female,71,69
22,83,Low,Medium,Yes,5,High,Yes,2,Low,Public,Positive,3,No,Male,67,70
19,78,Medium,Medium,Yes,6,Medium,Yes,1,Low,Public,Neutral,3,No,Male,66,58
23,72,High,Medium,No,8,Medium,No,2,Low,Private,Positive,2,No,Female,66,58
17,80,High,High,No,9,Medium,Yes,4,Low,Public,Positive,2,No,Male,68,57
19,74,Medium,Medium,No,7,High,Yes,1,High,Public,Neutral,3,No,Female,66,76
14,90,High,Medium,Yes,5,Medium,Yes,0,Low,Public,Negative,3,No,Female,68,84
20,82,High,Medium,Yes,5,Medium,Yes,3,Low,Public,Neutral,1,Yes,Female,68,80
15,95,Low,Medium,Yes,7,Low,Yes,0,High,Public,Neutral,2,No,Female,68,99
13,82,Medium,High,No,8,Low,Yes,2,Low,Private,Neutral,3,No,Male,66,56
22,70,High,Low,No,7,Medium,Yes,1,Low,Private,Positive,2,No,Male,66,99
21,94,Medium,High,No,5,Low,Yes,0,Medium,Public,Neutral,3,No,Female,70,73
25,82,High,Medium,Yes,9,Low,Yes,1,High,Public,Negative,2,No,Male,68,61
17,68,Medium,Medium,Yes,6,High,Yes,2,High,Public,Negative,3,No,Male,65,97
22,85,Low,High,Yes,8,High,Yes,1,Medium,Private,Positive,3,No,Male,70,73
23,74,Medium,Medium,No,4,Medium,Yes,3,High,Private,Negative,5,No,Male,66,67
23,94,Medium,High,Yes,9,Medium,No,0,Medium,Public,Negative,1,Yes,Female,68,61
15,78,Medium,Medium,Yes,6,High,Yes,1,Medium,Private,Neutral,2,Yes,Male,64,63
21,89,Medium,Medium,No,9,Medium,Yes,0,Medium,Private,Negative,3,No,Male,69,99
22,64,Medium,Medium,No,8,Low,Yes,2,Medium,Private,Neutral,4,No,Female,65,65
20,76,Medium,High,Yes,5,Low,No,3,Medium,Public,Negative,3,No,Female,69,99
7,99,Low,High,Yes,7,Low,No,1,High,Private,Neutral,4,No,Female,66,67
21,92,High,Low,No,9,Medium,Yes,1,Medium,Public,Positive,2,No,Female,68,62
33,66,Medium,Medium,Yes,6,Medium,Yes,3,High,Public,Positive,2,No,Female,70,59
18,71,High,Medium,No,9,Medium,Yes,1,Medium,Public,Positive,3,No,Female,65,71
16,73,High,Medium,Yes,8,Medium,Yes,0,High,Private,Neutral,2,No,Female,65,62
22,86,Medium,Low,No,9,Medium,Yes,1,Medium,Public,Negative,3,No,Female,68,85
22,90,Low,Medium,No,7,Low,Yes,0,Medium,Public,Positive,3,No,Male,67,62
27,90,High,High,No,7,Medium,Yes,0,Low,Private,Neutral,3,No,Female,72,92
12,80,High,High,Yes,10,High,Yes,1,High,Public,Positive,3,No,Male,70,92
24,92,Low,High,Yes,8,High,Yes,1,High,Private,Neutral,3,No,Male,72,64
24,77,High,High,Yes,7,Low,Yes,1,High,Public,Negative,5,No,Male,71,88
19,65,Low,Medium,No,8,Low,Yes,1,Medium,Private,Neutral,4,No,Male,64,93
22,83,Low,High,Yes,6,Medium,Yes,2,Medium,Public,Positive,5,No,Female,69,80
26,98,Medium,Medium,Yes,7,Medium,Yes,4,Low,Public,Positive,1,No,Female,73,68
25,92,Low,High,Yes,9,Medium,Yes,1,Low,Public,Negative,5,No,Female,70,72
13,83,High,Medium,No,7,Medium,Yes,1,Low,Public,Neutral,4,No,Female,68,89
25,86,High,Medium,No,6,Medium,Yes,2,Medium,Public,Positive,5,No,Male,71,65
20,97,Medium,High,No,6,Low,Yes,1,Low,Private,Positive,3,No,Female,71,67
20,77,Low,High,Yes,7,High,Yes,0,High,Public,Neutral,3,No,Male,66,58
20,73,Medium,High,No,6,Low,Yes,3,High,Public,Neutral,4,No,Female,68,70
19,99,Medium,High,Yes,5,Low,Yes,0,Medium,Public,Neutral,2,No,Male,70,54
27,95,Medium,Medium,No,5,Low,Yes,3,Medium,Public,Neutral,4,No,Male,72,66
19,73,Low,High,Yes,9,High,Yes,1,Low,Public,Positive,4,No,Female,66,69
13,79,Medium,High,Yes,7,Low,No,3,High,Private,Neutral,2,No,Female,65,63
18,77,Medium,High,Yes,7,High,No,3,High,Private,Neutral,3,Yes,Female,66,55
21,66,High,Medium,Yes,6,Low,Yes,3,Low,Private,Neutral,1,No,Female,65,76
27,98,High,Low,Yes,6,Low,Yes,0,Low,Private,Neutral,4,No,Male,72,93
24,76,Medium,Medium,Yes,6,Medium,Yes,2,High,Public,Negative,3,No,Female,68,67
15,95,Medium,Medium,Yes,7,High,Yes,0,High,Public,Negative,3,No,Female,68,62
35,68,Low,High,Yes,5,Medium,Yes,0,High,Public,Positive,4,Yes,Male,67,64
22,82,Medium,Medium,Yes,9,Low,Yes,2,Low,Public,Neutral,2,No,Male,68,93
28,61,High,Medium,No,7,High,Yes,1,Medium,Public,Positive,4,No,Male,67,76
19,91,Medium,High,No,7,Low,Yes,3,High,Public,Negative,3,No,Female,69,57
23,83,Low,Low,No,8,Medium,Yes,2,Low,Private,Neutral,2,Yes,Male,65,85
25,85,Medium,Medium,No,8,Medium,Yes,2,Medium,Public,Neutral,4,No,Male,70,58
27,62,High,Medium,No,6,Low,Yes,1,Medium,Public,Positive,2,No,Male,64,53
26,68,Medium,Medium,No,8,Medium,Yes,2,Low,Public,Positive,3,No,Male,66,63
25,63,Low,Medium,No,8,Medium,Yes,1,High,Public,Positive,1,No,Female,64,58
18,72,High,High,Yes,7,High,Yes,1,High,Public,Negative,2,Yes,Female,66,80
17,85,Medium,Medium,Yes,9,Medium,Yes,1,Medium,Private,Neutral,2,No,Male,67,74
22,83,Medium,Low,Yes,8,Medium,Yes,3,Medium,Public,Negative,4,No,Male,68,86
26,84,Medium,Medium,No,8,Medium,Yes,5,Medium,Public,Neutral,2,No,Male,71,76
19,82,High,Low,No,9,Medium,Yes,1,Low,Private,Neutral,3,No,Female,67,71
26,71,High,Medium,Yes,7,Medium,Yes,3,Low,Public,Positive,2,No,Male,69,76
29,70,Medium,Low,Yes,7,Low,Yes,1,Medium,Public,Positive,4,No,Male,67,72
15,65,Low,High,Yes,8,Medium,Yes,4,Low,Private,Neutral,3,Yes,Female,61,52
15,94,Medium,Medium,No,7,Medium,Yes,0,Medium,Public,Positive,2,No,Male,68,84
19,85,Low,Low,Yes,8,Medium,Yes,2,Medium,Private,Neutral,4,No,Female,67,98
22,67,Low,Medium,Yes,6,Low,Yes,1,Medium,Public,Neutral,4,No,Male,64,71
17,67,Medium,Medium,Yes,4,Medium,Yes,3,Medium,Public,Negative,2,No,Female,63,71
28,95,Low,Medium,No,8,High,Yes,3,High,Public,Negative,4,No,Male,72,52
23,90,High,Medium,No,5,Low,Yes,2,Low,Public,Negative,2,No,Male,69,95
20,86,Low,High,No,6,Medium,Yes,1,High,Public,Neutral,2,Yes,Male,66,96
11,76,Medium,Medium,Yes,8,Low,Yes,1,High,Private,Neutral,3,Yes,Female,64,91
12,70,Low,Medium,Yes,8,Medium,Yes,2,Medium,Public,Negative,4,No,Female,61,55
22,99,Medium,High,Yes,9,Medium,Yes,2,Low,Public,Negative,4,Yes,Male,71,95
7,92,Low,Medium,Yes,4,Medium,Yes,0,High,Public,Positive,1,No,Female,63,51
26,72,Medium,Low,No,7,Low,Yes,2,Medium,Public,Neutral,4,No,Female,65,72
19,94,High,Low,Yes,7,Medium,Yes,2,High,Public,Negative,5,No,Female,71,75
39,90,High,High,No,8,High,Yes,2,Medium,Private,Neutral,1,No,Female,78,92
34,72,Medium,High,Yes,9,Low,Yes,1,High,Private,Positive,3,No,Male,73,88
19,77,Low,Medium,No,5,Low,Yes,1,Low,Private,Neutral,3,No,Female,65,90
19,67,Low,Medium,Yes,7,High,Yes,0,Medium,Public,Positive,4,No,Male,66,93
26,64,High,Low,Yes,8,Low,Yes,3,Medium,Public,Neutral,2,No,Male,66,74
30,89,Medium,Medium,No,6,Medium,Yes,3,High,Public,Neutral,3,No,Male,74,89
10,71,Medium,Low,No,10,Low,Yes,4,High,Private,Positive,3,No,Female,62,53
9,93,High,Low,Yes,6,Low,Yes,1,Medium,Public,Positive,2,No,Female,66,72
16,100,High,High,No,7,Medium,Yes,4,Low,Public,Negative,4,No,Female,71,52
23,63,High,Medium,Yes,5,Medium,Yes,2,High,Public,Neutral,2,No,Female,67,96
23,79,High,Low,Yes,7,Low,Yes,0,Medium,Public,Neutral,4,No,Female,69,98
26,92,Medium,High,No,4,Medium,Yes,2,High,Public,Positive,4,No,Male,72,54
13,92,High,High,Yes,7,Medium,Yes,2,High,Public,Positive,4,No,Male,72,77
6,90,Medium,Medium,Yes,9,Medium,Yes,2,Medium,Public,Positive,2,No,Male,65,66
25,74,High,High,No,5,High,Yes,1,Medium,Public,Positive,5,No,Male,71,67
15,78,Medium,Medium,No,5,Medium,Yes,0,High,Private,Positive,1,Yes,Male,64,73
8,84,Medium,Low,Yes,9,Low,Yes,1,Low,Public,Positive,2,No,Male,61,56
21,99,Medium,Low,Yes,9,Low,Yes,1,High,Public,Negative,2,No,Female,69,59
25,73,Low,Medium,Yes,5,Medium,Yes,1,Low,Private,Neutral,5,No,Female,65,79
19,97,Medium,Low,Yes,10,High,Yes,3,Low,Public,Neutral,4,No,Female,69,51
17,71,Medium,Medium,No,8,Low,Yes,2,High,Public,Neutral,3,No,Female,64,80
19,100,Medium,Low,Yes,9,High,Yes,1,High,Public,Negative,4,Yes,Male,69,66
18,87,Medium,Medium,Yes,6,Low,Yes,1,Low,Private,Neutral,4,No,Female,68,92
12,79,Medium,Low,No,9,Low,Yes,1,High,Public,Positive,2,No,Male,63,80
16,85,Low,Medium,No,7,High,Yes,1,Medium,Public,Neutral,2,No,Male,66,85
23,71,Medium,Medium,No,7,Low,Yes,1,Medium,Private,Positive,4,No,Female,65,56
22,71,High,Medium,Yes,8,Medium,Yes,2,Medium,Public,Negative,2,No,Male,66,63
21,65,Medium,Medium,No,6,Medium,Yes,3,Medium,Public,Neutral,4,No,Male,67,100
14,65,Medium,High,Yes,5,Low,Yes,3,Low,Private,Negative,2,No,Male,62,72
19,74,Medium,High,Yes,7,Medium,Yes,2,Low,Public,Negative,2,No,Female,66,68
7,91,High,Medium,No,7,High,No,3,High,Public,Neutral,3,No,Female,68,94
21,84,Medium,Medium,Yes,6,Medium,Yes,2,High,Public,Negative,5,No,Male,68,52
29,64,Low,Medium,No,9,Medium,Yes,0,Low,Public,Negative,2,No,Female,63,77
11,94,High,Low,Yes,10,Medium,Yes,1,Medium,Public,Neutral,3,No,Male,66,61
16,84,High,Low,No,6,Low,No,3,Medium,Private,Neutral,3,No,Male,65,68
22,98,High,Medium,Yes,7,Medium,Yes,1,High,Public,Positive,1,No,Male,72,60
28,87,Medium,Medium,No,6,Medium,Yes,4,Low,Private,Neutral,3,No,Female,70,52
17,67,High,Low,No,10,Medium,Yes,1,Medium,Public,Positive,3,No,Male,63,71
16,79,Medium,Medium,No,8,Medium,Yes,0,Low,Private,Neutral,4,No,Male,65,89
8,86,High,Low,Yes,8,Low,Yes,1,Low,Private,Neutral,1,No,Male,65,98
21,61,High,High,No,9,Medium,Yes,1,Medium,Private,Neutral,3,No,Male,66,81
32,61,High,Medium,Yes,7,High,Yes,0,High,Public,Positive,3,No,Female,68,69
22,65,Medium,Low,Yes,7,Low,No,2,Medium,Public,Positive,4,No,Male,64,88
20,70,High,Medium,No,9,Low,Yes,3,Medium,Public,Neutral,4,No,Male,66,75
22,77,Low,Medium,Yes,8,Medium,Yes,3,High,Public,Positive,4,No,Male,68,68
20,79,Low,Medium,Yes,6,Medium,Yes,0,Low,Public,Positive,2,No,Male,64,59
15,66,Medium,Medium,No,6,Low,Yes,2,Medium,Public,Negative,3,No,Female,62,90
25,87,Medium,Medium,Yes,6,Medium,No,0,Low,Private,Neutral,2,Yes,Male,67,75
21,84,Low,High,No,9,Medium,Yes,1,Low,Public,Negative,3,No,Male,67,98
20,72,Medium,Medium,No,9,Low,Yes,1,Medium,Private,Neutral,2,No,Male,65,90
14,61,Low,Medium,Yes,10,Medium,No,2,Low,Public,Neutral,4,No,Male,59,71
28,63,Medium,High,Yes,6,Low,Yes,0,Low,Public,Positive,2,No,Female,66,87
24,76,High,Low,No,7,Medium,Yes,4,Medium,Public,Neutral,2,No,Female,68,73
17,66,High,Medium,No,6,Medium,Yes,2,High,Public,Positive,3,Yes,Female,63,54
26,75,Medium,Low,Yes,7,Medium,Yes,2,Medium,Public,Neutral,3,No,Male,68,76
17,85,High,Low,Yes,8,Low,Yes,2,Medium,Public,Positive,3,No,Female,68,93
15,82,Medium,Medium,Yes,7,Medium,Yes,3,Low,Public,Negative,2,No,Female,66,93
15,69,High,Low,No,9,Low,Yes,1,Medium,Private,Positive,2,No,Female,63,79
9,74,Medium,Low,No,6,Low,Yes,3,Low,Private,Positive,2,No,Female,61,69
23,85,High,Medium,Yes,8,Low,Yes,0,High,Public,Negative,4,No,Female,68,51
9,94,High,Low,No,6,Low,Yes,0,Low,Public,Positive,3,No,Male,66,66
13,90,Medium,High,No,4,High,Yes,1,High,Public,Neutral,4,Yes,Male,69,99
8,82,Medium,High,Yes,5,Medium,No,0,Low,Public,Negative,3,No,Female,64,86
19,74,Medium,Medium,No,7,High,Yes,1,High,Private,Positive,3,No,Male,68,86
19,75,Medium,High,No,10,Low,Yes,0,Low,Public,Positive,2,No,Female,66,88
18,95,Medium,Medium,No,6,Medium,Yes,0,Low,Public,Positive,3,Yes,Female,68,81
14,62,Medium,High,Yes,7,Low,Yes,2,Medium,Private,Positive,2,No,Female,62,79
13,100,Medium,Low,Yes,8,Low,Yes,1,Low,Public,Neutral,3,No,Male,68,73
23,87,Medium,High,No,6,Medium,Yes,1,Low,Private,Negative,3,No,Male,69,72
17,87,High,High,Yes,6,Medium,Yes,2,Low,Private,Neutral,3,No,Male,70,94
22,62,High,Medium,Yes,7,Low,Yes,4,Low,Public,Negative,2,No,Female,65,70
15,84,Low,Medium,Yes,6,Medium,Yes,3,Medium,Public,Positive,3,No,Female,68,92
21,79,Medium,High,No,4,Low,Yes,0,Low,Public,Negative,2,No,Female,67,92
28,64,Low,Medium,Yes,6,Medium,Yes,0,Low,Public,Neutral,4,No,Male,64,89
24,71,Low,Medium,No,8,Medium,No,2,Medium,Public,Negative,3,No,Female,63,52
18,96,Medium,Low,Yes,8,Medium,Yes,1,Medium,Public,Negative,2,No,Female,67,57
22,82,High,Low,No,9,Medium,Yes,1,Low,Private,Negative,3,No,Male,66,66
19,77,High,Low,Yes,9,Medium,Yes,2,Low,Public,Positive,4,No,Female,67,92
20,63,Medium,Medium,Yes,6,Medium,No,2,Medium,Public,Neutral,3,No,Female,63,94
18,89,Medium,Medium,Yes,6,Medium,Yes,3,High,Public,Positive,3,No,Female,69,52
19,88,High,High,No,6,Medium,Yes,3,Medium,Public,Positive,2,No,Female,70,66
21,85,High,Medium,Yes,7,Medium,Yes,0,High,Public,Neutral,4,No,Male,70,93
14,80,High,Medium,No,6,Medium,Yes,0,High,Private,Negative,2,No,Male,65,62
14,77,Low,Low,No,7,Low,Yes,2,Medium,Public,Positive,2,No,Female,64,99
12,84,Medium,High,Yes,6,High,Yes,1,Medium,Public,Negative,3,No,Female,67,74
10,69,Low,Medium,No,8,Medium,Yes,1,Medium,Private,Negative,3,No,Female,61,97
13,98,Medium,High,Yes,6,Medium,Yes,1,Low,Private,Positive,1,No,Female,70,71
21,84,High,Low,No,6,High,Yes,2,High,Private,Positive,4,Yes,Male,68,66
15,72,Medium,Medium,Yes,8,High,Yes,0,Medium,Public,Positive,2,No,Female,64,68
23,78,High,Medium,No,8,Medium,Yes,1,High,Private,Neutral,2,Yes,Male,68,94
20,92,Medium,Low,No,7,Low,Yes,1,Medium,Public,Positive,5,No,Male,68,67
8,66,High,High,Yes,8,Medium,Yes,0,Low,Private,Positive,4,No,Male,63,83
24,72,Low,Medium,Yes,8,Low,Yes,1,Low,Public,Positive,2,No,Female,65,73
25,87,Low,Medium,Yes,10,Medium,Yes,4,Low,Private,Neutral,3,Yes,Female,69,97
14,73,Medium,High,No,8,Medium,Yes,2,Low,Public,Negative,2,No,Male,63,58
23,92,Low,Medium,Yes,10,Medium,Yes,1,Low,Public,Neutral,3,No,Male,69,71
15,65,High,Low,Yes,7,Medium,No,3,High,Private,Positive,3,Yes,Female,61,56
21,91,Low,High,Yes,9,Medium,Yes,2,Low,Private,Neutral,3,No,Female,69,79
12,63,High,Medium,No,9,Low,Yes,1,High,Public,Positive,3,No,Female,62,70
9,61,Low,High,Yes,7,Medium,Yes,0,Medium,Public,Positive,2,Yes,Male,58,53
